mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-32,3_mobilenet_v3_small-32
mig,0.1,6.065607070922852,6.07144832611084,6.078243255615234,10.986089706420898
mig,0.2,5.96928596496582,6.035327911376953,6.023049354553223,10.99538803100586
mig,0.3,6.166338920593262,6.137728691101074,6.303071975708008,11.00921630859375
mig,0.4,6.236553192138672,6.280660629272461,6.324052810668945,11.167764663696289
mig,0.5,6.404638290405273,6.614327430725098,6.511211395263672,11.5509033203125
mig,0.6,7.589936256408691,7.5359344482421875,7.496118545532227,13.986706733703613
mig,0.7,9.740710258483887,10.438084602355957,10.360121726989746,19.053220748901367
mig,0.8,12.888193130493164,13.128280639648438,13.427495956420898,22.121429443359375
mig,0.9,20.754337310791016,21.00515365600586,23.171663284301758,40.47214984893799
mig,1.0,194.4887638092041,78.09019088745117,160.45236587524414,134.28926467895508
