mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-32,3_mobilenet_v3_small-32
mig,0.1,6.795930862426758,6.8492889404296875,6.762599945068359,11.318111419677734
mig,0.2,9.747886657714846,9.30914878845215,9.709739685058594,17.456173896789558
mig,0.3,11.196327209472656,11.160087585449219,11.05942726135254,20.39332389831543
mig,0.4,12.0631217956543,12.244033813476562,12.35215663909912,23.321914672851562
mig,0.5,14.268302917480478,15.289688110351562,13.99059295654297,27.387475967407227
mig,0.6,18.696069717407227,17.24770069122314,16.609668731689453,31.663608551025394
mig,0.7,21.947026252746586,23.10335636138916,23.889899253845215,43.97411346435547
mig,0.8,32.90772438049317,32.84406661987305,35.405778884887695,54.58002090454101
mig,0.9,55.07612228393555,63.199329376220746,71.12493515014651,113.17470073699953
mig,1.0,322.43189811706543,198.27990531921395,450.1365184783936,324.5828151702881
