mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32,2_mobilenet_v3_small-32,3_mobilenet_v3_small-32
mig,0.1,5.800724029541016,5.870342254638672,5.888700485229492,10.849714279174805
mig,0.2,5.799770355224609,5.873203277587891,5.889892578125,10.837078094482422
mig,0.3,5.79833984375,5.875587463378906,5.88536262512207,10.846376419067383
mig,0.4,5.798101425170898,5.871057510375977,5.890607833862305,10.851383209228516
mig,0.5,5.798578262329102,5.869150161743164,5.881071090698242,10.849237442016602
mig,0.6,5.795001983642578,5.867958068847656,5.882978439331055,10.845422744750977
mig,0.7,5.798578262329102,5.873441696166992,5.880117416381836,10.84136962890625
mig,0.8,5.79380989074707,5.86700439453125,5.880594253540039,10.845661163330078
mig,0.9,5.79833984375,5.874872207641602,5.879402160644531,10.849237442016602
mig,1.0,5.795955657958984,5.87010383605957,5.883693695068359,10.854005813598633
