mode,load,0_densenet201-16,1_densenet201-16,2_densenet201-16,3_densenet201-16
mig,0.1,41.31031036376953,41.641950607299805,41.66817665100098,78.7806510925293
mig,0.2,41.25547409057617,41.54706001281738,41.536808013916016,78.77802848815918
mig,0.3,41.21041297912598,41.547298431396484,41.54372215270996,78.74917984008789
mig,0.4,41.21518135070801,41.544198989868164,41.53585433959961,78.76038551330566
mig,0.5,41.20826721191406,41.52226448059082,41.5034294128418,78.75800132751465
mig,0.6,41.21875762939453,41.51201248168945,41.50533676147461,78.81045341491699
mig,0.7,41.21756553649902,41.493892669677734,41.5346622467041,78.76753807067871
mig,0.8,41.2137508392334,41.50748252868652,41.52679443359375,78.80020141601562
mig,0.9,41.20755195617676,41.53299331665039,41.513681411743164,78.79424095153809
mig,1.0,41.24784469604492,41.536808013916016,41.50581359863281,78.88031005859375
