mode,load,0_efficientnet_b6-8,1_efficientnet_b6-8,2_efficientnet_b6-8,3_efficientnet_b6-8
mig,0.1,49.50475692749029,44.17676925659181,53.575563430786126,104.42252159118652
mig,0.2,52.917766571044915,59.645771980285666,57.67154693603515,112.97583580017091
mig,0.3,66.2562608718872,67.30210781097412,68.35002899169923,126.7711639404297
mig,0.4,82.76641368865974,76.59173011779788,78.60708236694336,195.66755294799816
mig,0.5,91.6649341583252,95.93901634216307,93.51835250854494,219.52466964721683
mig,0.6,119.18396949768072,136.72804832458496,119.40970420837404,230.83152770996094
mig,0.7,234.54995155334487,195.34945487976074,167.14274883270264,323.3094692230225
mig,0.8,372.2909688949585,276.28691196441656,248.50773811340332,323.9588737487793
mig,0.9,941.0297393798829,855.0617694854736,891.8940544128419,1802.1109104156494
mig,1.0,7135.61408519745,4928.757071495056,3839.5814895629883,3832.9302072525024
