mode,load,0_resnet50-8,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,1.0,7.984399795532227,6.511926651000977,3.857851028442383
mig,1.0,7.834672927856445,9.9945068359375,2.771615982055664
