mode,load,0_resnet50-8,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,1.0,19.194364547729492,18.02229881286621,14.88494873046875
mig,1.0,19.76799964904785,26.498794555664062,18.283843994140625
