mode,load,0_resnet50-8,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,1.0,8.810639381408691,6.832599639892578,4.8063039779663095
mig,1.0,8.192133903503418,10.446429252624512,2.9349327087402344
