mode,load,0_resnet50-8,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,1.0,19.194364547729492,18.02206039428711,14.884710311889648
mig,1.0,19.76776123046875,26.49855613708496,18.283605575561523
