mode,load,0_resnet50-8,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,1.0,9.443783760070803,7.324903011322022,5.442216396331787
mig,1.0,8.979461193084719,11.804604530334474,3.4250235557556143
