mode,load,0_resnet50-8,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,1.0,6.366252899169922,5.506038665771484,2.3643970489501953
mig,1.0,7.557153701782227,9.548425674438477,2.6242733001708984
