mode,load,0_resnet50-8,1_mobilenet_v2-16,2_resnet18-4
mps-uncap,1.0,7.984399795532227,6.512165069580078,3.8580894470214844
mig,1.0,7.834672927856445,9.994745254516602,2.771615982055664
