mode,load,0_densenet169-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
