mode,load,0_densenet169-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.0073909759521484375
