mode,load,0_alexnet-32,1_densenet201-8,2_efficientnet_b5-32
mps-uncap,0.8,60.54377555847168,251.37662887573242,248.85249137878418
mps-uncap,0.9,74.2490291595459,583.568811416626,410.7954502105713
mps-uncap,1.0,442.3673152923584,617.6044940948486,684.6377849578857
mps-uncap,0.5,19.484758377075195,96.18115425109863,107.00726509094238
mps-uncap,0.6,26.295900344848633,124.7718334197998,155.54022789001465
mps-uncap,0.7,32.77158737182617,174.91698265075684,138.85021209716797
mps-uncap,0.1,3.745555877685547,16.942501068115234,23.874282836914062
mps-uncap,0.2,7.907867431640625,29.982805252075195,55.39274215698242
mps-uncap,0.3,10.412931442260742,62.05606460571289,78.8578987121582
mps-uncap,0.4,14.750957489013672,38.90371322631836,74.21708106994629
