mode,load,0_alexnet-32,1_densenet201-8,2_efficientnet_b5-32
mps-uncap,0.8,17.352819442749023,109.93838310241699,125.41775703430177
mps-uncap,0.9,30.2065372467041,319.7798728942871,269.89479064941423
mps-uncap,1.0,300.7142305374146,410.52772998809814,433.1454277038574
mps-uncap,0.5,6.517219543457031,50.8424997329712,72.37620353698735
mps-uncap,0.6,8.750391006469727,63.99273872375488,94.03049945831299
mps-uncap,0.7,10.776877403259276,62.624216079711914,89.70818519592287
mps-uncap,0.1,2.6084423065185542,32.770395278930664,32.34617710113525
mps-uncap,0.2,3.8234233856201176,35.973191261291504,36.98823451995851
mps-uncap,0.3,4.423618316650391,37.5826358795166,46.157026290893555
mps-uncap,0.4,5.336427688598634,38.82336616516113,52.04427242279053
