mode,load,0_alexnet-32,1_densenet201-8,2_efficientnet_b5-32
mps-uncap,0.8,6.581306457519531,61.1567497253418,46.491146087646484
mps-uncap,0.9,6.781816482543945,66.88857078552246,48.01201820373535
mps-uncap,1.0,7.812738418579102,61.843156814575195,46.99420928955078
mps-uncap,0.5,6.155729293823242,58.64262580871582,44.86227035522461
mps-uncap,0.6,6.624937057495117,58.811187744140625,43.66326332092285
mps-uncap,0.7,6.524324417114258,57.56378173828125,45.1352596282959
mps-uncap,0.1,5.973339080810547,44.788360595703125,35.048484802246094
mps-uncap,0.2,5.978107452392578,47.41477966308594,37.116050720214844
mps-uncap,0.3,6.474971771240234,47.4398136138916,38.35892677307129
mps-uncap,0.4,6.417751312255859,52.154541015625,42.031049728393555
