mode,load,0_alexnet-32,1_densenet201-8,2_efficientnet_b5-32
mps-uncap,0.8,6.04543685913086,58.29330682754517,45.671091079711914
mps-uncap,0.9,5.901336669921875,64.61163759231567,47.08809852600098
mps-uncap,1.0,6.248748302459716,61.20419979095462,46.53512954711913
mps-uncap,0.5,5.7191467285156214,53.06853771209715,42.190127372741706
mps-uncap,0.6,5.979776382446284,54.220998287200935,42.20318794250488
mps-uncap,0.7,5.936760902404784,54.114055633544915,44.47922229766845
mps-uncap,0.1,5.270056724548343,36.98328018188481,32.95283317565918
mps-uncap,0.2,5.525550842285159,40.959715843200684,35.08327722549439
mps-uncap,0.3,5.607604980468747,43.906867504119866,37.50600814819333
mps-uncap,0.4,5.711729526519774,44.31586265563968,39.54519748687744
