mode,load,0_alexnet-32,1_densenet201-8,2_efficientnet_b5-32
mps-uncap,0.8,0.008106231689453125,0.013113021850585938,0.014781951904296875
mps-uncap,0.9,0.0073909759521484375,0.013589859008789062,0.014781951904296875
mps-uncap,1.0,0.008344650268554688,0.017642974853515625,0.015735626220703125
mps-uncap,0.5,0.00858306884765625,0.012874603271484375,0.015020370483398438
mps-uncap,0.6,0.0095367431640625,0.013113021850585938,0.012874603271484375
mps-uncap,0.7,0.00858306884765625,0.013113021850585938,0.013828277587890625
mps-uncap,0.1,0.01049041748046875,0.022172927856445312,0.022411346435546875
mps-uncap,0.2,0.010013580322265625,0.018835067749023438,0.014066696166992188
mps-uncap,0.3,0.010251998901367188,0.011682510375976562,0.01430511474609375
mps-uncap,0.4,0.010251998901367188,0.013589859008789062,0.01430511474609375
