mode,load,0_alexnet-32,1_densenet201-8,2_efficientnet_b5-32
mps-uncap,0.8,35.06155014038089,235.05502939224283,209.25363540649414
mps-uncap,0.9,56.93422079086303,549.7545599937434,382.9284238815307
mps-uncap,1.0,407.9893326759338,558.5720372200012,556.1267518997191
mps-uncap,0.5,12.641396522521969,107.57256746292111,119.70765590667735
mps-uncap,0.6,16.16443634033199,129.71916198730477,151.70055627822876
mps-uncap,0.7,21.298375129699632,136.46097183227528,142.34150409698483
mps-uncap,0.1,5.447340011596681,39.19954299926761,47.579529285430894
mps-uncap,0.2,6.6261434555054155,48.8848090171814,72.63656377792358
mps-uncap,0.3,8.591508865356445,63.55813741683959,86.05014324188231
mps-uncap,0.4,10.384664535522454,53.06875705718999,90.70334672927852
