mode,load,0_alexnet-32,1_densenet201-8,2_efficientnet_b5-32
mps-uncap,0.8,5.0907135009765625,52.71172523498535,44.17381286621094
mps-uncap,0.9,5.103874206542969,59.13364887237549,46.00839614868164
mps-uncap,1.0,5.4721832275390625,58.15613269805908,45.82161903381348
mps-uncap,0.5,4.431056976318359,44.764137268066406,38.04659843444825
mps-uncap,0.6,4.715299606323242,47.98412322998047,39.17646408081055
mps-uncap,0.7,4.795265197753906,47.753095626831055,41.26076698303223
mps-uncap,0.1,2.324390411376953,32.088422775268555,30.83975315093994
mps-uncap,0.2,3.0088424682617196,33.31446647644043,31.957340240478512
mps-uncap,0.3,3.543376922607422,35.991668701171875,34.19837951660156
mps-uncap,0.4,4.063224792480469,36.62538528442383,35.448598861694336
