mode,load,0_alexnet-32,1_densenet201-8,2_efficientnet_b5-32
mps-uncap,0.8,31.019639968872085,197.52389192581182,169.11703348159787
mps-uncap,0.9,53.20050239562988,492.0278429985045,338.18745613098116
mps-uncap,1.0,403.8637137413025,504.6655654907227,511.43502235412586
mps-uncap,0.5,8.760714530944817,68.55876207351683,82.64648914337162
mps-uncap,0.6,12.19207763671874,89.74808454513555,114.61973190307617
mps-uncap,0.7,17.649168968200648,102.68893241882311,101.42912864685057
mps-uncap,0.1,1.8626451492309575,14.31716918945314,20.19334793090819
mps-uncap,0.2,2.6892566680908208,27.78249979019165,44.45200204849244
mps-uncap,0.3,4.509449005126936,29.330253601074215,53.28709125518793
mps-uncap,0.4,6.508421897888177,31.339359283447298,58.11310291290281
