mode,load,0_densenet169-32,1_densenet169-32,2_vgg13-4
mps-uncap,0.8,63.02831172943116,59.154534339904785,9.024882316589355
mps-uncap,0.9,59.65161323547363,64.25347328186035,9.281587600708008
mps-uncap,1.0,59.69548225402832,64.11576271057129,9.71064567565918
mps-uncap,0.5,50.679922103881836,48.97971153259277,6.728649139404297
mps-uncap,0.6,54.03580665588379,52.42035388946534,7.336688041687014
mps-uncap,0.7,58.7984561920166,55.98592758178711,7.8177690505981445
mps-uncap,0.1,38.63749504089356,39.48812484741211,4.316282272338867
mps-uncap,0.2,36.7410659790039,40.69643020629882,4.746866226196289
mps-uncap,0.3,41.51129722595215,41.27836227416992,5.375170707702638
mps-uncap,0.4,43.00737380981445,46.291780471801765,5.934572219848633
