mode,load,0_densenet169-32,1_densenet169-32,2_vgg13-4
mps-uncap,0.8,68.15791130065918,63.204288482666016,16.537904739379883
mps-uncap,0.9,64.03112411499023,69.98896598815918,16.89600944519043
mps-uncap,1.0,61.02418899536133,68.45736503601074,16.87312126159668
mps-uncap,0.5,63.104867935180664,59.37504768371582,16.27516746520996
mps-uncap,0.6,64.41569328308105,60.32872200012207,15.459299087524414
mps-uncap,0.7,66.06316566467285,61.402320861816406,16.379594802856445
mps-uncap,0.1,43.387651443481445,47.902584075927734,12.260675430297852
mps-uncap,0.2,50.59051513671875,50.77481269836426,14.525651931762695
mps-uncap,0.3,53.859710693359375,48.1874942779541,14.975547790527344
mps-uncap,0.4,57.33299255371094,63.28749656677246,15.181541442871094
