mode,load,0_densenet169-32,1_densenet169-32,2_vgg13-4
mps-uncap,0.8,496.4864383934832,478.14933108514214,522.5306460887568
mps-uncap,0.9,531.3080641066326,454.60905098737624,606.7905259866498
mps-uncap,1.0,547.1683114156665,513.3181450104557,603.0497768603158
mps-uncap,0.5,295.48479598752215,282.53782350998773,335.86986704350153
mps-uncap,0.6,368.0681072173606,328.61231783978735,381.98225819250865
mps-uncap,0.7,414.663118313219,378.41421259040936,461.1846084129641
mps-uncap,0.1,58.99986130533112,39.94096835571868,68.96491433288868
mps-uncap,0.2,117.01800192649412,96.64855797918753,135.61066660601034
mps-uncap,0.3,168.66431013115573,178.6538378406515,193.14441602312252
mps-uncap,0.4,230.72759943056494,207.22239168071087,262.3521521713676
