mode,load,0_densenet169-32,1_densenet169-32,2_vgg13-4
mps-uncap,0.8,961.8051052093506,466.7856693267822,115.81969261169434
mps-uncap,0.9,836.2536430358887,1276.6449451446533,425.8079528808594
mps-uncap,1.0,2824.2084980010986,7227.364301681519,5751.817941665649
mps-uncap,0.5,198.02212715148926,196.85864448547363,36.04769706726074
mps-uncap,0.6,178.61557006835938,191.98989868164062,41.29815101623535
mps-uncap,0.7,351.5169620513916,291.780948638916,69.51618194580078
mps-uncap,0.1,51.31196975708008,71.81549072265625,13.829469680786133
mps-uncap,0.2,74.7368335723877,71.36797904968262,23.33378791809082
mps-uncap,0.3,75.47402381896973,79.09488677978516,21.318435668945312
mps-uncap,0.4,112.08271980285645,96.81296348571777,30.58481216430664
