mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_squeezenet1_1-2,3_vgg19-32
mps-uncap,1.0,1015.8851774549738,507.9501749583364,162.04984007468684,1015.9002666809288
