mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_mobilenet_v3_small-2,3_vgg11-32
mps-uncap,1.0,11.197566986083984,4.9114227294921875,4.060268402099609,12.584447860717773
