mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_mobilenet_v3_small-2,3_vgg11-32
mps-uncap,1.0,27.79841423034668,26.384353637695312,24.567127227783203,19.774675369262695
