mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_mobilenet_v3_small-2,3_vgg11-32
mps-uncap,1.0,25.674819946289062,24.52394962310791,21.753883361816406,16.494131088256836
