mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_mobilenet_v3_small-2,3_vgg11-32
mps-uncap,1.0,21.723151206970215,18.630504608154297,16.14093780517578,14.693617820739746
