mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-16,2_resnet18-4
mps-uncap,0.8,5.379915237426758,5.234479904174805,3.2091140747070312
mps-uncap,0.9,4.817008972167969,4.375696182250977,2.976655960083008
mps-uncap,1.0,4.629373550415039,4.158496856689453,3.4017562866210938
mps-uncap,0.5,7.373571395874023,6.53839111328125,3.452777862548828
mps-uncap,0.6,6.633520126342773,5.712985992431641,3.1366348266601562
mps-uncap,0.7,6.168365478515625,5.452394485473633,3.053903579711914
mps-uncap,0.1,9.02867317199707,7.779598236083984,3.7217140197753906
mps-uncap,0.2,8.946418762207031,7.622480392456055,4.60052490234375
mps-uncap,0.3,8.414268493652344,9.780168533325195,4.796504974365234
mps-uncap,0.4,8.773326873779297,7.435083389282227,3.7622451782226562
