mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-16,2_resnet18-4
mps-uncap,0.8,5.469560623168945,4.682421684265137,2.5899410247802734
mps-uncap,0.9,6.408929824829102,12.023448944091797,4.775285720825195
mps-uncap,1.0,54.147958755493164,40.610671043395996,12.848377227783203
mps-uncap,0.5,4.877686500549316,4.062414169311523,2.832651138305664
mps-uncap,0.6,4.337787628173828,3.7860870361328125,2.488851547241211
mps-uncap,0.7,4.462003707885742,4.129886627197266,2.08282470703125
mps-uncap,0.1,7.298946380615234,6.157398223876953,3.0090808868408203
mps-uncap,0.2,7.443904876708984,6.290912628173828,3.1189918518066406
mps-uncap,0.3,6.946086883544922,5.820751190185547,3.2885074615478516
mps-uncap,0.4,5.641937255859375,4.852175712585449,3.161907196044922
