mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-16,2_resnet18-4
mps-uncap,0.8,9.951877593994142,8.358764648437502,4.465579986572266
mps-uncap,0.9,13.632392883300783,31.925010681152347,12.169599533081055
mps-uncap,1.0,154.31699752807617,105.6053638458252,42.16914176940918
mps-uncap,0.5,6.355524063110352,5.324125289916992,3.828883171081543
mps-uncap,0.6,5.744695663452148,5.240750312805177,3.3133983612060547
mps-uncap,0.7,6.38127326965332,6.7411899566650435,3.1212329864501966
mps-uncap,0.1,4.149532318115244,3.5157680511474605,0.9752750396728529
mps-uncap,0.2,6.684994697570801,5.7333230972290075,2.353763580322266
mps-uncap,0.3,7.7393054962158265,6.595849990844727,3.7933349609374973
mps-uncap,0.4,7.020425796508786,5.980229377746581,3.864288330078125
