mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-16,2_resnet18-4
mps-uncap,0.8,35.46285629272461,30.15899658203125,19.106388092041016
mps-uncap,0.9,46.004533767700195,70.75047492980957,41.71490669250488
mps-uncap,1.0,277.38022804260254,197.33381271362305,79.76293563842773
mps-uncap,0.5,30.613422393798828,23.49567413330078,17.118453979492188
mps-uncap,0.6,26.294708251953125,20.145416259765625,16.13926887512207
mps-uncap,0.7,22.864818572998047,23.211956024169922,15.04373550415039
mps-uncap,0.1,15.265941619873047,18.076181411743164,6.85572624206543
mps-uncap,0.2,20.703792572021484,24.390459060668945,9.389638900756836
mps-uncap,0.3,34.160614013671875,28.1674861907959,14.040470123291016
mps-uncap,0.4,27.417898178100586,21.193742752075195,14.04714584350586
