mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-16,2_resnet18-4
mps-uncap,0.8,13.007354736328125,10.991954803466799,6.217098236083984
mps-uncap,0.9,16.697311401367195,34.80663299560547,14.044046401977539
mps-uncap,1.0,157.73615837097168,108.40857028961182,44.1555500030518
mps-uncap,0.5,10.245084762573242,8.472537994384764,5.997657775878906
mps-uncap,0.6,8.976316452026365,7.975316047668457,5.24444580078125
mps-uncap,0.7,9.453773498535156,9.441518783569338,4.835510253906253
mps-uncap,0.1,10.840034484863283,9.251594543457031,3.6462068557739267
mps-uncap,0.2,13.466215133666994,11.471819877624512,5.183172225952149
mps-uncap,0.3,13.704538345336916,11.630821228027344,6.615638732910156
mps-uncap,0.4,11.527872085571287,9.876251220703125,6.4774513244628915
