mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_small-16,2_resnet18-4
mps-uncap,0.8,22.215175628662113,16.976385116577134,10.404357910156245
mps-uncap,0.9,30.06393671035768,48.44471931457514,25.829648971557685
mps-uncap,1.0,240.1953840255738,155.06711006164542,68.31679344177245
mps-uncap,0.5,14.818859100341815,11.740446090698246,8.310699462890632
mps-uncap,0.6,12.782595157623293,10.968620777130125,7.470836639404295
mps-uncap,0.7,13.208174705505376,13.17182540893555,7.361087799072269
mps-uncap,0.1,10.011043548583952,8.59557151794434,3.0936622619628893
mps-uncap,0.2,15.010240077972432,12.947037220001144,4.987249374389647
mps-uncap,0.3,17.141733169555664,14.241104125976532,8.091387748718267
mps-uncap,0.4,13.795671463012683,12.750260829925503,8.351764678955112
