mode,load,0_densenet201-32,1_mobilenet_v2-32,2_resnet101-32
mps-uncap,0.8,54.65996265411377,10.192632675170898,30.171871185302734
mps-uncap,0.9,62.593698501586914,11.444926261901855,34.63125228881836
mps-uncap,1.0,77.56829261779785,13.80765438079834,39.803504943847656
mps-uncap,0.5,34.7670316696167,5.928397178649902,21.96788787841797
mps-uncap,0.6,39.19363021850586,7.503509521484375,23.23293685913086
mps-uncap,0.7,46.091556549072266,9.088516235351562,25.941848754882812
mps-uncap,0.1,29.47258949279785,6.08062744140625,17.928361892700195
mps-uncap,0.2,30.09045124053955,6.00123405456543,18.01621913909912
mps-uncap,0.3,30.629992485046387,5.908966064453125,17.985105514526367
mps-uncap,0.4,31.80992603302002,6.148815155029297,21.097898483276367
