mode,load,0_densenet201-32,1_mobilenet_v2-32,2_resnet101-32
mps-uncap,0.8,76.62222385406494,16.05982780456543,40.03362655639649
mps-uncap,0.9,81.12244606018066,16.10746383666992,40.78054428100586
mps-uncap,1.0,79.47030067443848,17.528891563415527,41.91598892211914
mps-uncap,0.5,57.20689296722412,12.437129020690918,32.54227638244629
mps-uncap,0.6,62.727713584899895,12.82358169555664,34.19661521911621
mps-uncap,0.7,70.84102630615234,14.369869232177734,37.48641014099121
mps-uncap,0.1,34.03992652893067,6.85882568359375,20.880699157714844
mps-uncap,0.2,40.85118770599365,9.203910827636719,25.1922607421875
mps-uncap,0.3,45.63415050506592,11.04650497436524,28.33719253540039
mps-uncap,0.4,51.56698226928711,11.979341506958008,30.390906333923333
