mode,load,0_densenet201-32,1_mobilenet_v2-32,2_resnet101-32
mps-uncap,0.8,141.97628498077393,28.893804550170916,75.96864700317388
mps-uncap,0.9,216.9081687927246,44.09174919128418,125.39970874786377
mps-uncap,1.0,848.1219530105591,271.37849330902105,788.7091636657718
mps-uncap,0.5,28.18448543548589,6.2533617019653365,19.305992126464844
mps-uncap,0.6,37.571430206298835,8.56637954711914,23.650169372558594
mps-uncap,0.7,63.27867507934572,14.831686019897464,48.734807968139656
mps-uncap,0.1,0.07433891296386719,0.07145404815673828,0.07195472717285156
mps-uncap,0.2,0.0722646713256836,0.07152557373046875,0.07355213165283203
mps-uncap,0.3,9.843373298644998,2.834558486938479,9.483098983764654
mps-uncap,0.4,11.894726753234904,4.507064819335939,15.190482139587399
