mode,load,0_densenet201-32,1_mobilenet_v2-32,2_resnet101-32
mps-uncap,0.8,367.2433733940124,61.962814331054666,179.62761878967365
mps-uncap,0.9,461.7592906951898,101.46794319152829,199.66592788696266
mps-uncap,1.0,1241.2789678573608,387.94331073760986,1414.9890375137315
mps-uncap,0.5,76.05684757232657,18.60200881958007,41.324687004089405
mps-uncap,0.6,73.89165163040158,19.933128356933583,57.88636207580563
mps-uncap,0.7,172.5733375549317,35.53355216979981,113.94742488861066
mps-uncap,0.1,6.817159652709957,3.2143020629882777,1.6234111785888783
mps-uncap,0.2,29.27991628646845,6.533460617065433,17.446696758270264
mps-uncap,0.3,39.233241081237814,10.486516952514659,20.231456756591793
mps-uncap,0.4,47.34138727188102,15.037145614624025,41.87015771865783
