mode,load,0_densenet201-32,1_mobilenet_v2-32,2_resnet101-32
mps-uncap,0.8,328.4073416019612,1739.7949892573474,636.4449157428213
mps-uncap,0.9,373.57163707837145,1914.2331422080288,670.3488417956736
mps-uncap,1.0,403.81881883441395,2146.439787983782,788.0183901316799
mps-uncap,0.5,210.92821355072016,1076.748248395,391.59190178052836
mps-uncap,0.6,231.42014687091304,1259.3842056859773,462.7781296789691
mps-uncap,0.7,265.6475919573492,1499.428030509733,584.4141529578076
mps-uncap,0.1,39.52026497576038,214.22120828242714,84.03331437715867
mps-uncap,0.2,77.269816631686,441.35955502658265,159.16824893748563
mps-uncap,0.3,127.19772850066904,655.5014894433306,255.5918727563048
mps-uncap,0.4,167.6426016869487,843.0210984292952,311.14393420248524
