mode,load,0_densenet201-32,1_mobilenet_v2-32,2_resnet101-32
mps-uncap,0.8,74.43201541900635,14.911413192749023,42.49095916748047
mps-uncap,0.9,104.0048599243164,19.803762435913086,54.41617965698242
mps-uncap,1.0,339.30253982543945,91.67361259460449,271.88754081726074
mps-uncap,0.5,40.00496864318848,8.139252662658691,25.040149688720703
mps-uncap,0.6,46.8372106552124,9.014368057250977,27.526140213012695
mps-uncap,0.7,58.98308753967285,11.181116104125977,34.00015830993652
mps-uncap,0.1,30.348539352416992,6.207942962646484,17.99798011779785
mps-uncap,0.2,30.384540557861328,6.127834320068359,18.08762550354004
mps-uncap,0.3,31.026840209960938,6.12950325012207,20.376920700073242
mps-uncap,0.4,34.33358669281006,6.505727767944336,22.002816200256348
