mode,load,0_efficientnet_b5-16,1_efficientnet_b7-16,2_mobilenet_v3_small-32
mps-uncap,0.8,327.75658607482904,456.4226150512696,71.83594703674318
mps-uncap,0.9,1568.473463058472,1120.0264453887942,4580.645322799682
mps-uncap,1.0,1149.3249416351312,4027.1123290061955,12066.306602954865
mps-uncap,0.5,98.63111972808828,137.46222019195554,31.676096916198667
mps-uncap,0.6,176.89561843872062,241.16458892822274,36.77463531494138
mps-uncap,0.7,196.7341327667236,336.2304806709287,74.03706312179561
mps-uncap,0.1,49.78909492492677,60.208857059478724,18.36380243301392
mps-uncap,0.2,54.45084333419799,69.78350639343262,21.562469005584717
mps-uncap,0.3,52.54535436630248,88.97722244262697,25.171632766723594
mps-uncap,0.4,71.96767091751109,94.27051067352295,26.294350624084473
