mode,load,0_efficientnet_b5-16,1_efficientnet_b7-16,2_mobilenet_v3_small-32
mps-uncap,0.8,424.77893829345703,507.27248191833496,81.07686042785645
mps-uncap,0.9,1590.13032913208,1146.4815139770508,4693.08614730835
mps-uncap,1.0,1195.6031322479248,4097.782373428345,12244.784355163574
mps-uncap,0.5,99.4405746459961,157.5014591217041,37.551164627075195
mps-uncap,0.6,215.42048454284668,241.95408821105957,53.59244346618652
mps-uncap,0.7,211.44771575927734,344.0518379211426,110.08286476135254
mps-uncap,0.1,42.49453544616699,36.696434020996094,16.741514205932617
mps-uncap,0.2,45.722007751464844,40.46130180358887,33.46967697143555
mps-uncap,0.3,42.95015335083008,73.54593276977539,34.46769714355469
mps-uncap,0.4,70.41382789611816,83.68062973022461,32.84573554992676
