mode,load,0_efficientnet_b5-16,1_efficientnet_b7-16,2_mobilenet_v3_small-32
mps-uncap,0.8,292.05739974975546,406.6305160522462,62.658739089965856
mps-uncap,0.9,1527.2124767303467,1069.755635261536,4566.72738790512
mps-uncap,1.0,1114.8119449615474,3976.1292934417725,12057.059848308563
mps-uncap,0.5,72.33506917953488,92.81784534454303,22.813420295715325
mps-uncap,0.6,139.79932546615592,194.68719959259053,27.962779998779283
mps-uncap,0.7,159.14916992187491,289.3268942832946,65.90931415557851
mps-uncap,0.1,29.36391830444337,13.37478160858153,9.14465665817261
mps-uncap,0.2,29.185261726379384,32.66379356384278,12.26741075515749
mps-uncap,0.3,27.180430889129624,49.718661308288695,16.602134704589844
mps-uncap,0.4,48.10360193252577,63.21571588516237,18.09459686279297
