mode,load,0_efficientnet_b5-16,1_efficientnet_b7-16,2_mobilenet_v3_small-32
mps-uncap,0.8,25.694966316223145,39.19243812561035,7.076382637023926
mps-uncap,0.9,317.46864318847656,214.6613597869873,1153.881549835205
mps-uncap,1.0,296.5435981750488,2329.955220222473,6218.513011932373
mps-uncap,0.5,0.025033950805664062,0.029087066650390625,0.021696090698242188
mps-uncap,0.6,0.04088878631591797,0.041484832763671875,0.02574920654296875
mps-uncap,0.7,5.593776702880859,21.612167358398438,3.5266876220703125
mps-uncap,0.1,0.041961669921875,0.043272972106933594,0.03981590270996094
mps-uncap,0.2,0.03731250762939453,0.04124641418457031,0.02956390380859375
mps-uncap,0.3,0.03218650817871094,0.03981590270996094,0.028371810913085938
mps-uncap,0.4,0.029325485229492188,0.03147125244140625,0.025510787963867188
