mode,load,0_efficientnet_b5-16,1_efficientnet_b7-16,2_mobilenet_v3_small-32
mps-uncap,0.8,15.826702117919922,28.273344039916992,4.066705703735352
mps-uncap,0.9,15.918970108032227,29.23583984375,4.1332244873046875
mps-uncap,1.0,29.447317123413086,28.534412384033203,5.146265029907227
mps-uncap,0.5,15.75160026550293,27.830839157104492,4.134654998779297
mps-uncap,0.6,15.818119049072266,27.803897857666016,4.082441329956055
mps-uncap,0.7,15.707969665527344,27.959108352661133,4.197835922241211
mps-uncap,0.1,15.740633010864258,27.855634689331055,4.402875900268555
mps-uncap,0.2,15.882492065429688,27.82893180847168,4.857063293457031
mps-uncap,0.3,15.72871208190918,27.80771255493164,4.099369049072266
mps-uncap,0.4,15.729665756225586,27.750253677368164,4.091024398803711
