mode,load,0_efficientnet_b5-16,1_efficientnet_b7-16,2_mobilenet_v3_small-32
mps-uncap,0.8,40.74833393096924,56.67281150817871,12.282609939575195
mps-uncap,0.9,42.757225036621094,53.613924980163574,14.916110038757331
mps-uncap,1.0,38.4058952331543,58.85958671569824,15.126943588256836
mps-uncap,0.5,34.81545448303223,50.293755531311035,11.465406417846681
mps-uncap,0.6,38.61587047576904,52.8867244720459,11.334419250488281
mps-uncap,0.7,36.89112663269043,55.82845211029053,13.216018676757812
mps-uncap,0.1,33.86950492858887,42.701125144958496,9.992527961730957
mps-uncap,0.2,31.316542625427246,42.267799377441406,10.030150413513184
mps-uncap,0.3,30.712890624999996,43.819522857666016,10.042333602905273
mps-uncap,0.4,32.38999843597412,46.03755474090576,10.2266788482666
