mode,load,0_efficientnet_b5-16,1_efficientnet_b7-16,2_mobilenet_v3_small-32
mps-uncap,0.8,58.56430530548096,86.84134483337402,15.664339065551758
mps-uncap,0.9,359.3571186065674,263.37146759033203,1164.0729904174805
mps-uncap,1.0,332.9946994781494,2387.6688480377197,6231.213450431824
mps-uncap,0.5,26.96669101715088,44.03269290924072,8.170008659362793
mps-uncap,0.6,34.93976593017578,50.58717727661133,8.756160736083984
mps-uncap,0.7,36.28063201904297,63.82477283477783,12.715935707092285
mps-uncap,0.1,26.785850524902344,33.08844566345215,9.364843368530273
mps-uncap,0.2,24.37269687652588,32.27972984313965,9.522080421447754
mps-uncap,0.3,20.288467407226562,33.718109130859375,8.797645568847656
mps-uncap,0.4,20.108580589294434,35.67206859588623,8.302450180053711
