mode,load,0_efficientnet_b5-16,1_efficientnet_b7-16,2_mobilenet_v3_small-32
mps-uncap,0.8,16.05677604675293,28.298139572143555,4.105329513549805
mps-uncap,0.9,16.466379165649414,29.708385467529297,4.1790008544921875
mps-uncap,1.0,31.01062774658203,47.56498336791992,6.6661834716796875
mps-uncap,0.5,15.834808349609375,27.87160873413086,4.17637825012207
mps-uncap,0.6,15.85698127746582,27.850866317749023,4.115581512451172
mps-uncap,0.7,15.746593475341797,27.975797653198242,4.225254058837891
mps-uncap,0.1,16.230106353759766,27.90045738220215,4.420280456542969
mps-uncap,0.2,16.02339744567871,27.863740921020508,4.904747009277344
mps-uncap,0.3,15.758037567138672,27.8472900390625,4.111528396606445
mps-uncap,0.4,15.761375427246094,27.854442596435547,4.136085510253906
