mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,59.61192131042481,100.37005424499512,20.133571624755863
mig,0.6,83.87629270553587,117.50781059265128,11.968505382537847
mps-uncap,0.7,87.15355396270752,116.3677930831909,48.26557159423785
mig,0.7,144.2250871658323,145.66850662231442,17.719879150390707
mps-uncap,0.8,105.81011772155763,159.14124727249148,433.29663276672346
mig,0.8,195.0709915161133,382.3780059814454,20.04982471466067
mps-uncap,0.9,136.5330338478088,268.08288574218744,10144.122619628906
mig,0.9,514.4055438041689,561.5196228027344,187.73551464080813
mps-uncap,1.0,225.88940858840942,706.3665628433228,20940.25029182434
mig,1.0,2339.173803329468,1383.3259963989253,863.2448053359985
mps-uncap,1.1,307.17388629913347,5131.82725429535,28613.869683742527
mig,1.1,7654.069957733155,10370.392501354218,5971.464395523071
mps-uncap,1.2,1336.798405647278,15761.196970939636,36488.53450298309
mig,1.2,15588.794498443604,15741.02578639984,11075.175004005432
mps-uncap,1.3,7140.600824356079,17765.362820625305,40461.16074562072
mig,1.3,20499.504623413082,18486.374130249023,20484.255023002625
