mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,0.01430511474609375,0.015020370483398438,0.011205673217773438
mig,0.6,0.015020370483398438,0.014543533325195312,0.011444091796875
mps-uncap,0.7,0.01430511474609375,0.015020370483398438,0.010967254638671875
mig,0.7,0.014543533325195312,0.014543533325195312,0.011205673217773438
mps-uncap,0.8,0.013113021850585938,0.01430511474609375,0.011682510375976562
mig,0.8,0.014543533325195312,0.014543533325195312,0.011444091796875
mps-uncap,0.9,0.014543533325195312,0.014543533325195312,0.014066696166992188
mig,0.9,0.014781951904296875,0.014781951904296875,0.011205673217773438
mps-uncap,1.0,0.0152587890625,0.015497207641601562,0.013828277587890625
mig,1.0,0.014781951904296875,0.015497207641601562,0.013589859008789062
mps-uncap,1.1,0.012874603271484375,0.015497207641601562,0.013828277587890625
mig,1.1,0.03218650817871094,0.019550323486328125,0.014066696166992188
mps-uncap,1.2,0.0152587890625,0.015974044799804688,0.014066696166992188
mig,1.2,0.018596649169921875,0.019788742065429688,0.013828277587890625
mps-uncap,1.3,0.0247955322265625,0.017881393432617188,0.014066696166992188
mig,1.3,0.019788742065429688,0.015497207641601562,0.013113021850585938
