mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,19.487714767456055,26.969242095947266,3.0673503875732444
mig,0.6,23.516702651977543,27.489852905273438,2.3620128631591797
mps-uncap,0.7,19.501924514770508,27.475714683532715,3.270959854125977
mig,0.7,23.500370979309082,27.44770050048828,2.2559165954589844
mps-uncap,0.8,19.49477195739746,27.112150192260742,3.2801151275634775
mig,0.8,23.277735710144043,27.286338806152344,2.165079116821289
mps-uncap,0.9,19.298076629638672,26.86448097229004,3.394889831542968
mig,0.9,22.83194065093994,26.966571807861328,2.046823501586914
mps-uncap,1.0,19.220829010009766,27.021360397338867,3.529500961303712
mig,1.0,22.77836799621582,26.805663108825684,2.0380020141601562
mps-uncap,1.1,19.2324161529541,26.953697204589844,3.569388389587403
mig,1.1,22.720742225646973,26.872825622558594,2.0360946655273438
mps-uncap,1.2,19.181013107299805,27.063727378845215,3.634166717529297
mig,1.2,22.711753845214844,26.771998405456543,2.0334720611572266
mps-uncap,1.3,19.196152687072754,27.059173583984375,3.6449432373046875
mig,1.3,23.10473918914795,27.15587615966797,2.0568370819091797
