mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,0.03552436828613281,3.482341766357422,1.547098159790039
mig,0.6,9.132862091064453,12.466192245483398,1.1601448059082031
mps-uncap,0.7,7.397174835205078,13.624429702758789,4.478693008422852
mig,0.7,17.33088493347168,19.406557083129883,1.7116069793701172
mps-uncap,0.8,13.24009895324707,21.190404891967773,35.73131561279297
mig,0.8,27.59110927581787,41.78428649902344,2.4536848068237305
mps-uncap,0.9,17.073750495910645,53.41458320617676,5966.403126716614
mig,0.9,74.20051097869873,83.95957946777344,6.132602691650391
mps-uncap,1.0,32.84573554992676,242.54655838012695,11521.187543869019
mig,1.0,944.6766376495361,519.3917751312256,51.879167556762695
mps-uncap,1.1,57.828426361083984,2075.744152069092,14543.307781219482
mig,1.1,3432.294487953186,3992.9842948913574,2360.812783241272
mps-uncap,1.2,529.1774272918701,8573.524236679077,18200.519800186157
mig,1.2,7325.656175613403,7960.334539413452,5099.307537078857
mps-uncap,1.3,4140.3034925460815,9169.990062713623,20242.883682250977
mig,1.3,10046.410918235779,8919.440507888794,8783.634662628174
