mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,17.299652099609375,21.323204040527344,1.680135726928711
mig,0.6,21.817922592163086,26.061058044433594,1.7528533935546875
mps-uncap,0.7,17.174720764160156,21.31819725036621,1.7151832580566406
mig,0.7,21.837711334228516,26.03292465209961,1.7321109771728516
mps-uncap,0.8,17.505884170532227,20.56884765625,1.6851425170898438
mig,0.8,21.842241287231445,26.060819625854492,1.745462417602539
mps-uncap,0.9,17.58742332458496,21.36516571044922,1.707315444946289
mig,0.9,21.845340728759766,26.059865951538086,1.7483234405517578
mps-uncap,1.0,17.49134063720703,21.736860275268555,1.7209053039550781
mig,1.0,21.85344696044922,26.073455810546875,1.7559528350830078
mps-uncap,1.1,17.586231231689453,21.189212799072266,1.6722679138183594
mig,1.1,21.921157836914062,26.167631149291992,1.7709732055664062
mps-uncap,1.2,17.60101318359375,21.429061889648438,1.7268657684326172
mig,1.2,21.930217742919922,26.133060455322266,1.7690658569335938
mps-uncap,1.3,17.62223243713379,23.21791648864746,1.7039775848388672
mig,1.3,21.837472915649414,26.078462600708008,1.7457008361816406
