mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,18.338680267333984,23.351192474365234,1.905202865600586
mig,0.6,22.777557373046875,26.867151260375977,2.0481348037719727
mps-uncap,0.7,18.340349197387695,24.45375919342041,1.997232437133789
mig,0.7,22.28093147277832,26.5047550201416,1.8835067749023438
mps-uncap,0.8,18.64910125732422,24.350762367248535,2.022266387939453
mig,0.8,22.070884704589844,26.218295097351074,1.8334388732910156
mps-uncap,0.9,18.610239028930664,24.972200393676758,2.156496047973633
mig,0.9,22.0489501953125,26.20387077331543,1.8188953399658203
mps-uncap,1.0,18.602609634399414,25.400161743164062,2.3031234741210938
mig,1.0,22.05371856689453,26.202917098999023,1.8303394317626953
mps-uncap,1.1,18.695354461669922,25.285005569458008,2.372264862060547
mig,1.1,22.03214168548584,26.243209838867188,1.8310546875
mps-uncap,1.2,18.663883209228516,25.744199752807617,2.4819374084472656
mig,1.2,22.040605545043945,26.20983123779297,1.8248558044433594
mps-uncap,1.3,18.658757209777832,25.701045989990234,2.490520477294922
mig,1.3,22.079110145568848,26.229143142700195,1.8422603607177734
