mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,45.02100944519043,63.6366844177246,10.45637130737305
mig,0.6,72.02162742614756,85.66894531250006,7.382988929748535
mps-uncap,0.7,56.55026435852051,84.6705436706543,21.76218032836915
mig,0.7,94.60594654083256,104.01058197021484,9.18655395507813
mps-uncap,0.8,71.57444953918457,113.52398395538331,217.70057678222656
mig,0.8,124.2775678634644,187.63704299926755,11.83598041534424
mps-uncap,0.9,87.65137195587158,190.85483551025396,9514.381170272827
mig,0.9,317.9066896438598,374.1511106491089,43.96235942840585
mps-uncap,1.0,142.84288883209229,579.3630599975586,19059.505605697635
mig,1.0,2149.596643447876,1180.722427368164,648.1976985931395
mps-uncap,1.1,211.35487556457517,4486.690187454223,26170.961976051334
mig,1.1,6660.91616153717,9238.766932487488,5519.148325920105
mps-uncap,1.2,1134.7503662109375,14883.327960968018,33072.065353393555
mig,1.2,14714.751243591309,14629.434633255007,10274.874782562256
mps-uncap,1.3,6728.1458377838135,16049.980497360231,36700.05705356598
mig,1.3,18794.24386024475,17114.74862098694,18397.017383575443
