mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,20.47769546508789,29.642486572265625,4.477119445800781
mig,0.6,24.1658878326416,28.059406280517578,2.7478098869323735
mps-uncap,0.7,20.558953285217285,30.086469650268548,4.532814025878906
mig,0.7,24.174680709838864,28.00750732421875,2.696142196655274
mps-uncap,0.8,20.470094680786133,29.775047302246104,4.405269622802729
mig,0.8,24.023165702819824,27.955000400543213,2.5888323783874543
mps-uncap,0.9,20.20357847213745,29.108638763427734,4.2942237854003835
mig,0.9,23.753795623779297,27.691125869750977,2.4378299713134766
mps-uncap,1.0,19.971871376037598,29.033060073852536,4.314556121826171
mig,1.0,23.31151008605957,27.328057289123535,2.2203588485717773
mps-uncap,1.1,19.822182655334473,28.631787300109867,4.283914566040041
mig,1.1,23.155550956726074,27.262210845947266,2.1631193161010738
mps-uncap,1.2,19.696879386901855,27.76782512664795,4.271507263183594
mig,1.2,23.1404972076416,27.146971225738525,2.167410850524902
mps-uncap,1.3,19.666004180908203,27.69829750061035,4.292986392974853
mig,1.3,23.929708003997796,27.770824432373047,2.529621124267578
