mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,21.49033546447754,32.33027458190918,15.202760696411133
mig,0.6,35.43543815612793,28.49102020263672,10.11514663696289
mps-uncap,0.7,26.84640884399414,36.664724349975586,11.148691177368164
mig,0.7,24.747371673583984,28.54132652282715,13.624906539916992
mps-uncap,0.8,29.18529510498047,37.7962589263916,15.505075454711914
mig,0.8,36.15593910217285,34.97648239135742,15.866756439208984
mps-uncap,0.9,33.46610069274902,41.19229316711426,16.59250259399414
mig,0.9,34.4996452331543,39.116621017456055,13.833284378051758
mps-uncap,1.0,21.94952964782715,38.04945945739746,16.407489776611328
mig,1.0,36.242008209228516,40.741682052612305,16.61515235900879
mps-uncap,1.1,28.893709182739258,36.47637367248535,19.860506057739258
mig,1.1,34.73830223083496,38.57541084289551,15.41590690612793
mps-uncap,1.2,29.86598014831543,38.59758377075195,21.748781204223633
mig,1.2,34.639835357666016,39.947509765625,15.964984893798828
mps-uncap,1.3,30.853748321533203,40.40122032165527,19.423246383666992
mig,1.3,35.48765182495117,38.86818885803223,18.227815628051758
