mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,16.464710235595703,16.904592514038086,4.213571548461914
mps-uncap,0.9,16.433000564575195,17.279386520385742,4.181861877441406
mps-uncap,1.0,16.936302185058594,17.756938934326172,4.298210144042969
mps-uncap,0.5,16.52050018310547,16.951322555541992,4.090785980224609
mps-uncap,0.6,16.367197036743164,17.028093338012695,4.095554351806641
mps-uncap,0.7,16.45684242248535,16.675949096679688,4.150867462158203
mps-uncap,0.1,16.73603057861328,17.110824584960938,4.345417022705078
mps-uncap,0.2,16.460657119750977,16.958236694335938,4.110813140869141
mps-uncap,0.3,16.590356826782227,16.704559326171875,4.143714904785156
mps-uncap,0.4,16.495466232299805,16.739845275878906,4.172801971435547
