mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,213.66357803344727,175.19474029541016,1208.8033199310303
mps-uncap,0.9,706.4981698989875,2087.107038497925,7868.479871749878
mps-uncap,1.0,6659.6879959106445,6673.90718460083,12194.091129302979
mps-uncap,0.5,34.36179161071777,33.552575111389174,11.267900466918945
mps-uncap,0.6,48.996424674987786,48.2583522796631,19.318294525146484
mps-uncap,0.7,79.89096641540527,76.67756080627446,64.66660499572751
mps-uncap,0.1,6.927132606506348,9.682583808898928,6.138086318969727
mps-uncap,0.2,14.20350074768067,12.622594833374032,6.3598155975341815
mps-uncap,0.3,16.459226608276367,15.84694385528566,6.290197372436523
mps-uncap,0.4,23.581981658935547,23.605489730834968,8.259630203247072
