mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,71.84386253356934,76.2174129486084,680.9568405151367
mps-uncap,0.9,205.00516891479492,1065.7362937927246,4323.230266571045
mps-uncap,1.0,4003.6752223968506,4061.8865489959717,6735.951900482178
mps-uncap,0.5,23.03910255432129,22.639751434326172,7.113099098205566
mps-uncap,0.6,28.56266498565674,31.82363510131836,8.738279342651367
mps-uncap,0.7,37.22071647644043,43.94340515136719,18.680453300476074
mps-uncap,0.1,20.234107971191406,19.982576370239258,9.38105583190918
mps-uncap,0.2,18.7075138092041,19.423365592956543,7.402658462524414
mps-uncap,0.3,18.794536590576172,18.455147743225098,5.936622619628906
mps-uncap,0.4,18.918275833129883,18.802881240844727,6.156206130981445
