mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,325.8138084411619,297.56250381469675,1343.0902957916257
mps-uncap,0.9,900.8815336227417,2529.0534353256226,8518.48928451538
mps-uncap,1.0,6971.002197265625,7463.735971450806,13346.428937911987
mps-uncap,0.5,99.19124126434328,83.64575147628791,26.42376422882078
mps-uncap,0.6,128.77256155014013,111.49854660034224,47.3304033279419
mps-uncap,0.7,190.64805507659898,153.71172904968262,141.9786524772644
mps-uncap,0.1,49.8275756835937,50.30593633651729,22.061824798583984
mps-uncap,0.2,47.70195960998536,47.14348793029787,20.242490768432617
mps-uncap,0.3,51.83892250061032,49.34736251831055,18.653340339660634
mps-uncap,0.4,69.5948123931884,68.42497825622559,22.34193086624144
